Tweet,Sentiment,Sentiment Score,Original Label
"@user What a skank whore she is, I see she's wearing Al Sharptons pimp hat, she must be one of his Hos.",Negative,-0.6486,Hate
@user Texas is the Tipping Point #BuildThatWall,Neutral,0.0,Hate
"yo @user its not only about nazis on twitter, search for comfort women or rape of nanking & plenty of jap right wi…",Negative,-0.4939,Non-hate
@user free English classes! and also Arabic &amp; Spanish classes (taught by migrants/refugees) cos integration &amp; learning goes both ways,Positive,0.5562,Non-hate
"‘They knew what they were doing,’ immigrant arrested in Bastrop says",Negative,-0.4767,Non-hate
Imagine what would happen if the U.S. did this?  Mexico would suddenly be building a wall.    'Use foreign aid budget to help illegal migrants go back home' via @user,Negative,-0.2263,Non-hate
His family were originally refugees and then we rescued him from Libya.Should have left them all there.,Positive,0.4215,Non-hate
WTF? What are we waiting for? These ppl will be the death of us. #BuildThatWall,Negative,-0.8687,Hate
@user Criminals who ILLEGALLY enter country in front of others waiting in line legally at legal Ports of Entries. #BuildThatWall @user @user #MAGA2018,Negative,-0.4215,Hate
Hysterical Hypocrite Liberals going after @user and Trump over 10 year old girl where were they when Obama deported 2 Million Hispanics ??,Negative,-0.1179,Non-hate
"@user RT @user Always Remember, #BuildTheWall is Not an item/deliverable that should be traded for #DACA . #DACA is unconstitutional, against the law, & illegal immigration. You & #Congress need to #EndDACA completely. All of these i",Negative,-0.5574,Hate
@user i like to know what @user would have done if the victim was one of their big shots daughter. it is time to build the wall and keep these SOBs intheir own damn country #BuildThatWall #ICE,Negative,-0.7003,Hate
"@user So this bitch blocked me but check her pinned tweet out, she is accusing men of rape on tumblr with…",Negative,-0.9217,Hate
"Italy will no longer rescue immigrants sailing from Libya. They have withdrawn their Italian Coast Guard and instructed captains of vessels that from now on, ships in the area off Libya should apply for help to the Libyan Coast Guard.",Negative,-0.2964,Non-hate
Does he realize he's cheering for the #RacialReplacement and genocide of the French people? How many of those players were #French?#StopTheInvasion #StopTheGreatReplacement #StopWhiteGenocide #WhitePride #MigrantCrisis #EmmanuelMacron #WhiteLivesMatter #SecureTheBorder #WorldCup,Positive,0.5661,Hate
Two things to learn from this article.  1) the people pushing wheelchairs in airports basically work for tips. Don’t neglect to show your appreciation.  2) the Huntleigh USA corporation sucks.,Negative,-0.296,Non-hate
"@user @user Thank you. Not all men are bad. In fact, this isn't just a 'man' problem. I've had women sa…",Negative,-0.5719,Non-hate
@user  #maga I hope that doesn’t mean you’re going to let them all just stay in the country!  Trump signs order that he says will keep migrant families together,Positive,0.4926,Hate
So I'm working but a friend of mine is telling me that Corey Booker and Kamala harris are fighting for who is the more hysterical woman in the #KavanaughHearings is that true?#Kavanaugh #KavanaughConfirmation,Positive,0.1181,Hate
Darlington Rape Verdict: Attacker with hatred of women who described England as a 'bitch country',Negative,-0.9501,Hate
"Dont you realize youre only making my cock harder with your constant whining, you stupid little bitch? God, your pussy feels so tight when I choke you. I think I might just fill your pussy up right now so you never forget about this day.",Negative,-0.8794,Hate
Fuck you Noot Noot Harime fucking fashion cunt tailor cunt looking bug as eye looking no arm be having bitch,Negative,-0.9449,Hate
@user hey man! we're finally on twitter and just wanted to thank you so much again for the ongoing support. you are so inspiring,Positive,0.8445,Non-hate
THAT A VELVET PURLOLE SUIT BITCH IM HYSTERICAL,Negative,-0.5994,Non-hate
"@user This bitch is promoted by communist...her people, refugeesWill listen to her..follow her.Simple to say go home, she needsTo be hung.",Negative,-0.25,Hate
"#35A is a perfect Karmic slap on the faces of regionalists in India. If you keep insisting on regional identity, you’ll end up getting Allah Hu Akbar. Each time. EVERY TIME.",Positive,0.6486,Non-hate
@user Could you please explain why you praised the research of an anti-Muslim  and anti-immigrant foundation linked to Orban's far-right government? …  Or why you are hosting events at the Hungarian Embassy for this foundation? h,Positive,0.7059,Non-hate
All you niggas saying no grown man should be this excited for a video game. Go get you some pussy. Bitch stfu. We wait all year for the new 2k to drop as well as other games. We get pussy damn near all year round. You enjoy your life and let us enjoy ours beloved.,Positive,0.3291,Non-hate
When I see men wearing skinny jeans,Neutral,0.0,Non-hate
Tell @user to stop slandering courageous guards who protect nation from aggressive male migrants from violent cultures. Mainstream Europe must “push back” open-border extremists who try to hold nation states hostage to their Multicult Manifesto.#visegrad #Slovenia,Negative,-0.1779,Hate
Meet Shukria.A young refugee with an incredible talent for poetry.,Positive,0.4754,Non-hate
"You know what I hate? A fucking ""what about men?"" type assholes when people are talking about women experiences & issues i.e. motherhood, unequal wages, rape, sexual harassment. Like fuck you, stfu dickhole.",Negative,-0.966,Non-hate
@user If you feeling like pimp james go ahead and brush your shoulders off⚡️,Positive,0.4588,Non-hate
@user @user #Kavanaugh also said birth control is abortion-inducing drugs Christian Sharia But of course I am a hysterical woman that should not have any rights Maybe you could pass a law like in the old days that my husband owns me,Positive,0.4767,Non-hate
"Shut the fuck up, Brandon. You never cared about his Superman. You and a bunch of your buddies are the reason his character was butchered in JL since yall wanted more fun and smiles. Stop with this fake caring act for clout.",Neutral,0.0064,Non-hate
You've been dating for three days. 'I Love You' shouldn't even be in your vocabulary. #ClingyAssBitches #WomenSuck,Positive,0.6369,Hate
I welcome those who want to assimilate but Muslims do not.,Positive,0.2846,Hate
"When did Angela Merkel last said something ""hello germany/berlin/cologne/munich I LOVE YOU, THANK YOU!"" ?Oh. Never happened. She even threw away our country flag.Oh, and invited 2 billion of illegal aliens into our country, while other imigrants like turks, are already so toxic",Positive,0.8104,Hate
@user ROBBIE ROTTEN IS NOT STUPID YOU CUNT,Positive,0.3519,Non-hate
"Libya, migrants &amp; karma: Europe's new migration policy wrecks on North African reality",Neutral,0.0,Non-hate
"Illegal immigrant breaks into NJ home, rapes 6-year-old girl, police say #FoxNewsThis horrific act is reason enough to#BuildTheWall #NoDACADeal #NoAmnesty #EndChainMigration #EndSanctuaryCities #EndIllegalBirthrightCitizenship#DeportThemAll",Negative,-0.926,Hate
Democrats have been placing refugees and illegals in Parts of the country trying to change the outcome of elections and we stop them Everytime. Democrats have been trying to stop AMERICANS from voting and giving more and more refugees the rights to vote against us. Dems are done.,Negative,-0.25,Hate
RT @user @user is my #MCM because he gave me a dirty shout out on Instagram. #romancein2016,Negative,-0.4404,Non-hate
Trump Is Not Alone — Animated Map Shows 6 Border Walls Being Built Around The World,Positive,0.1877,Non-hate
oh my god yall non fans are so annoying let universes and pentagon grieve let us take all this in first just let us fucking be and leave us the fuck alone we dont need your fucking opinion on the matter im so fucking done with yall for fucks sake just shut the fuck up,Negative,-0.9473,Non-hate
"Illegal alien turns himself in to ICE following deadly hit-and-run car crash, report says #PreventableDeath #StopTheInvasion #ThereAreMoreOfThemOutThere",Negative,-0.743,Non-hate
'ᴴᴰ Lee Min Ho and Suzy relationship: Lee Min Ho hopes to get married to protect girlfriend Bae Suzy' :,Positive,0.6597,Non-hate
The home of Guinness‘‹ gives refugees and asylum-seekers a new chance in Ireland ðŸº   #InternationalBeerDay,Positive,0.25,Non-hate
Shorter take: I just destroyed you with facts so now you'll make me into a hysterical woman to soothe your fragile…,Negative,-0.2023,Non-hate
Coming onto a status about women + sexual assault/harassment to mansplain it and say that 'not all men are abusive' is probs the worst thing,Negative,-0.8519,Hate
Aww you're on your period?... Try dealing with you on your period!,Neutral,0.0,Non-hate
The thinking mind is what is busy. You have to stay in your heart. You have to be in your heart. Be in your heart. - Ram Dass,Positive,0.9274,Non-hate
Many lice you will find in Viennese schools. Some refugees has brought us this as gift. To rescue it will cost 30 â‚¬ a person.,Positive,0.7351,Hate
The only thing me and Donald Trump have in common is how we flirt,Neutral,0.0,Non-hate
Shakespeare plays for tRumpers:  Romeo and Juliet Sound Like Immigrant Names All’s Well That Ends with Armageddon Much Ado About Hillary The Grabbing of the Pussy,Positive,0.6808,Non-hate
Poverty and lack of services in Iraq force refugees back to the camps,Negative,-0.6808,Non-hate
Shan: even dumb sluts get pissed over cat calling Me: meeeeeee Shan: no you're an idiot whore there's a difference,Negative,-0.9682,Non-hate
"For refugees in #Sudan, fears surround probe into UN resettlement fraud: (@irinnews) #WithRefugees @user @user @user @user",Negative,-0.765,Non-hate
"Solid analysis.  Just don't fall into the trap of importing Muslim refugees, or it will be game over.",Negative,-0.1779,Hate
@user Be my whore my slut my bitchy ❤❤💋👅,Negative,-0.0516,Hate
Alexander Dullinger Burggrub 53 91332 Heiligenstadt Exposed Gay German Sissy Faggot Whore Hure Nutte - Home Gay Slut,Negative,-0.93,Non-hate
"Windrush migrant, 57, died under ‘˜extreme stress’ trying to prove his citizenship, lawyer says",Negative,-0.5574,Non-hate
"#BuildThatWall Thank you, @user Trump & OUR glorious MILITARY! ****** Trump Rolls Out a BRILLIANT Plan The Military Will Build His Wall! via @user",Positive,0.9156,Hate
Students in Arunachal threaten to launch 'Operation Clean Drive' from August 17 if illegal migrants do not leave the state before that. #AAPSU #ArunachalPradesh #NRCPolitics Full Report-,Negative,-0.5191,Hate
When her head game is as good as she claimed it to be so you gotta smile and thank god 🙏🏼,Positive,0.8505,Non-hate
"@user They can help and take the children into their churches and feed them - also in Italia the Pope can open the petersdome for refugees, which will sheet into the building sure.",Positive,0.6124,Non-hate
Why do foreign individual dump money (and refugees) into our country?  We don't need their money and their programs.,Negative,-0.3818,Hate
"@user @user same culture gave us terrorist, same culture assassinated Hindu rape Hindu woman like Ba…",Negative,-0.836,Non-hate
isnt it just fkn dyno when one of ur ‘best pals’ turns oot to b a wee snake like off u go slither back 2 ur hole ya sly cunt x,Negative,-0.1779,Hate
All my friends live vicariously through my penis,Positive,0.4767,Non-hate
The Insane Re Truly In Charge... The German Government Pays for 3 Week Vacation for Refugees to Go Home,Positive,0.0516,Hate
Separated Immigrant Child Dies Shortly After Release from ICE Jail via @user,Neutral,0.0,Non-hate
@user @user @user @user If you think financing breaking down borders &amp; flooding the world with economic migrants is going to help wages may I suggest you are seriously deluded.,Positive,0.25,Non-hate
The only woman I respect is MY MOM and that's why we still live together. No one does laundry like her #laundryqueen #ilovemymom #fuckwome/,Positive,0.5267,Hate
"#TEDxKakumaCamp showed how given a stage, refugees can shine. And how given opportunity, they can thrive. If you missed the event, you can watch each talk here:  #WithRefugees",Positive,0.1531,Non-hate
"CBS: Driver an Illegal Alien was drunk, high at time of fatal Donna crash that killed 6 year old girl. Yet another victim whose life was stolen by an illegal alien.When will you end this?#BuildTheWall #NoAmnesty #NoDACA #DeportThemAll",Negative,-0.9766,Hate
lemme ride prison rape bitch im your moms a hoe,Negative,-0.9153,Hate
@user Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Positive,0.9896,Non-hate
#StopTheInvasion  Gaming the System:  Late-Term Pregant Women Illegally Crossing the US-Mexico Border to give birth to an Anchor Baby within the US Border during their Detention and Legal Processing Period which can be months long,Negative,-0.25,Hate
"cringemuch .When women get panicked&start getting hysterical when having a standard delivery. Everyone knows save energy,focus&push.",Positive,0.4767,Hate
"Trump will close the goverment, if he dont get the money for the wall ! To build the wall will rescue USA from refugees like Europe.",Positive,0.7263,Non-hate
@user Lekin hum toh inhen jaantey nahi 😶,Neutral,0.0,Non-hate
"The U.S is $21 Trillion in Debt We Cant afford to be Mexico and Central America's Welfare state  low skills. uneducated No English  wanting welfare, education Medicaid  on the U.S Taxpaers #Trump #MAGA #SendThemHome Red Hen #Immigration  via @user",Negative,-0.7003,Non-hate
Ill-legal migration isÂ invasion,Neutral,0.0,Hate
RAF #Drone pilots save scores of fleeing Syrian refugees with air-strike on #IslamicState,Positive,0.4939,Non-hate
"@user I bet you were, you SKANK! 😭",Negative,-0.5255,Non-hate
@user @user stfu bitch nigga who told u to talk hoe,Negative,-0.5859,Hate
If you find it necessary to message a complete stranger about your hurt feelings over a post... It might be time to log off the internet,Negative,-0.5267,Non-hate
"Trump's immigration policy is ""sinful"" Rev Al Sharpton tells NY protest",Negative,-0.6808,Non-hate
"Sheffield, England: Somali mayor bans Donald Trump from the city via @user Who elected this twit...",Neutral,0.0,Non-hate
"im so trill, ur hoe can't handle it but damn, that bitch can suck a diiiiickkkk",Negative,-0.9274,Hate
We are NOT a nation of immigrants. We are a nation of citizens!,Neutral,0.0,Non-hate
@user @user @user I always use Japan or Poland as an example of nationalism done right. Very little immigration to those countries and zero terrorism taking place there.,Negative,-0.6808,Non-hate
9 Times Globalists Claimed Mass Immigration Necessary to Grow GDP. They are now proven WRONG! via @user,Negative,-0.628,Non-hate
"#FakeNews production... Gee, they should trademark it!A Czech tourist notices something odd about these “drowning refugees” - they R part of the paid #FakeNews filming crew! Oh the poor #Muslims!@BBC @user coproduction!#Soros smirks contentedly..",Negative,-0.5673,Hate
"More than 1,500 migrants pour through new gateway on Spanish beaches via @user",Neutral,0.0,Non-hate
Italy urged to permit charity sailings as death rate for Med migrants soars from 1 in 38 to 1 in 7,Negative,-0.2732,Non-hate
The guys who say “not all men!! Some of us are the nice guys you turn down” or “it happened to me & I’m not crying about it”,Positive,0.713,Non-hate
"This #job might be a great fit for you: Senior Immigration Specialist (Non-Immigrant) - #BusinessMgmt #Durham, NC #Hiring #CareerArc",Positive,0.765,Non-hate
Don't involve me in no hoe buisness #1 rule let a bitch choose I ain't never beefing bout NO bitches😩💯🔊,Negative,-0.1274,Hate
"Here I share pic about Men over women, dominant relationships",Positive,0.296,Hate
"So called ""refugees"" in Europe. via @user",Neutral,0.0,Non-hate
Please let your MPs know we do not want any more migrants we cant afford them we do not want a cologne or a free for all enoughs enough,Positive,0.6317,Non-hate
Death toll in Tunisian migrant ship accident rises to 60: IOM #UnitedNations #Tunisiancoast,Negative,-0.7906,Non-hate
Mike Tyson calls Syrian refugees cowards. I agree.,Positive,0.3612,Hate
Back to the kitchen you stupid sandwich maker,Negative,-0.5267,Hate
RT @user @user @user Aye! Make your dreams come true! ...Go out there and suck a dick!😂😂,Positive,0.7163,Hate
@user Says a hysterical woman/hustler/con artist/grifter,Neutral,-0.0258,Hate
There's interesting insight to uncover and understand if you want to go down that rabbit hole.,Positive,0.4588,Non-hate
@user @user Veterans firstRefugees go home,Neutral,0.0,Hate
@user Stop lying u skank bitch but white like u,Negative,-0.2382,Hate
Women are like elephants. Everyone likes to look at them but no one wants to keep one  #WomenSuck,Neutral,-0.0387,Hate
Guatemalan mother separated from her 7-year-old daughter waits,Neutral,0.0,Non-hate
I just wanna know why the girl dont like me 😭😂 What I ever do to you hoe? Other than give you rides and be nice to you 😂🤦🏻‍♀️ Hating ass hoe,Negative,-0.5283,Hate
"In many areas of the country there are large numbers of immigrants with  less than 2 years of college education, community colleges can be the  best option! Join us April 13 learn more!  @user @user @user @user @user",Positive,0.7896,Non-hate
Women want u to automatically believe women who scream rape they don't understand our position....,Negative,-0.7964,Hate
This is what the #DemocraticParty #DNC wants in every American community,Neutral,0.0,Non-hate
"@user @user @user @user @user @user @user @user @user @user @user @user Right, all those hundreds of thousands of people in the refugee camps have all those levers of power. If they did, #Myanmar would be f",Neutral,0.0,Non-hate
"Eminem raps about wanting to rape women, that has nothing to do with CNCO's success!",Negative,-0.3164,Non-hate
Women are beautiful to me when they are silent. Why do they have to speak up and ruin things??!,Positive,0.1906,Hate
"@user @user Where was your outrage when Obama did this to 25,000 kids for months ZERO! Where is outrage for all the Angel moms that lost their kids to illegals never to see them again EVER! 1.3 Million in US already on FBI terror watchlist! #Bu",Negative,-0.9213,Hate
@user 'Diversity Visa' - YOU UTTER HYPOCRITICAL SKANK!,Negative,-0.7228,Non-hate
Friend- I'm getting married Me-,Positive,0.4939,Non-hate
I think we all ought to be calling and finding out about these meetings in our communities where refugees are...,Neutral,0.0,Non-hate
@user @user Muslims belong in desert sands of far away lands. #BUILDTHATWALL,Neutral,0.0,Hate
"Dear Facebook, Jus coz I have these whores numbers in my phone doesn't mean I want them seeing my personal life, please stop suggesting them",Negative,-0.3658,Hate
Hundreds of Syrian refugees return home from Lebanon,Neutral,0.0,Non-hate
@user I'm sure you also get mad when guys stair at ur ass and act like you don't understand why they do it #WomenSuck,Negative,-0.4404,Non-hate
"Just ten countries look after 12.5 million of world's 20 million non-Palestinian refugees, and nine of those are in developing regions, not rich ones - UN @user",Negative,-0.4449,Non-hate
@user Sturgeon answer this question will Scotland have Immigration controls if they stayed in Europe or will we have more beggers,Neutral,0.0,Hate
"Problem with the books being referred to is that they were written 30 years ago. Massive changes in China, definitely no mass emigration to US, perhaps just the opposite.",Negative,-0.296,Non-hate
"Lessons consensual #sex for Mr #Weinstein &; others - you mislead, coerce and force yourself on #women - guess what it is #assault and #rape?",Negative,-0.8591,Non-hate
@user I like Twitter cause we're so irrelevant here that no one pays attention to us 😫😂,Positive,0.0772,Non-hate
"Fuck you, you fuckin skank WHAT DID YOU SAY!? I said I can’t wait to own a fishing tank!",Negative,-0.6229,Hate
@user @user Acharya.. have you read the analysis/opinion given by our 'historians' to SC wrt Ram Temple? Even 'WTF' will be ashamed. @user,Negative,-0.824,Non-hate
Who needs tougher immigration laws when you can just simply plant more trees?,Positive,0.1779,Non-hate
"@user thanks for suing 12 New Jersey school districts over discriminatory ID requirements for enrollment. Not only is this a violation of state law, but merely posting these policies online can have a chilling effect on enrollment of immigrant students. T",Negative,-0.2144,Non-hate
@user @user .Can you say #BuildThatWall#BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall#BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall#BuildThatWall #BuildThatWall #BuildThatWall #BuildThatWall#BuildThatWall #BuildT,Neutral,0.0,Hate
@user If Syrian refugees complain about Bute then Gaelic Speaking Australians should be able to stay in Scotland  for good,Positive,0.1027,Non-hate
Hysterical over here bc every bitch with eye liner & an iPhone 7 is a model now 😂,Negative,-0.25,Hate
"Don't get all excited. She may be talking to you, but she's probably talking to 4 other dudes as well #WomenSuck",Positive,0.2805,Hate
I just dont get why she has to dress like a fucking hoe to impress a guy or mostly all guys like tf bitch,Positive,0.5209,Hate
Who are the European leaders who could save Western Civilization from the migration jihad? @user gives us his list.Hungarian PM Viktor Orban (who became more powerful due to the folly of Germany's Angela Merkel) is first.See what I said....https://t.co/lqi5D0cruN,Positive,0.7425,Non-hate
What do smart women do for a living? What they're told. #YesAllMen,Positive,0.4019,Hate
Report: More than half of immigrants on welfare,Neutral,0.0,Non-hate
"Yes we can #BuildThatWall ! And yes it does keep people, includiing bloodthirsty drug cartels & disease carriers out. He's mad he can't keep giving cartels weapons.",Negative,-0.4639,Hate
Germany to accept 50 rescued migrants after Italy's plea,Positive,0.6597,Non-hate
@user is a complete joke! If you see this guy out...GET IN HIS FACE. CONFRONT HIM. MAKE A CONVERSATION with him. MAKE HIM ANSWER. Let him know where you stand!,Negative,-0.2064,Non-hate
"Welcome to #Vial, #Chios Imagine living for months in a container. Imagine not having a container and sleeping in tents between them. Imagine not having a tent and sleeping under plastic sheets. Imagine having none of the above and sleeping rough.  This is how #EU treats refugees",Positive,0.4588,Non-hate
"An illegal alien has been charged with murder, arson and mutilation of a corpse n #Democrats Want to make sure more Illegals can cross U.S Border  and  they want to End #ICE #Trump #MAGA #RedNationRising  @user  #Immigration via @user",Negative,-0.8979,Hate
Muslims freaking out after Italy's general election as the anti-immigration Lega outperformed expectations - Free Speech Time - @user,Positive,0.128,Non-hate
REQUEST FOR NOMINATION: English Works Campaign Certificates of Recognition for companies supporting the development of English language skills of MA immigrant workers. Past awardees: @user @user @user,Positive,0.6249,Non-hate
"@user Hey your awesome! We all make mistakes! If taken in context(your charater did that,) I do not believe you condone Rape.",Negative,-0.5696,Non-hate
"Former Obama Adviser Ben Rhodes Drops a Bombshell: Yes, Obama Armed Jihadists in Syria via @user  No surprises here...",Positive,0.2579,Non-hate
What do you call a woman who has lost 95% of her intelligence? Divorced,Positive,0.2023,Hate
"Even CNN says Trudeau is in trouble over illegal immigration. It says his focus should be on what he can control, starting with curbing the flow of migrants crossing into Canada. He is under growing pressure from provincial premiers and big city mayors",Negative,-0.7783,Non-hate
"Lebron James helps kids education, while  #trump helps #immigrant kids separate from their families",Positive,0.6369,Non-hate
"Australian Senator tells the UN to shove it, Australia will not accept refugees",Negative,-0.2924,Hate
"I wish kids were like cars... Once you can't afford them, they come and repossess them",Positive,0.6369,Non-hate
"Would be awesome, lol, great idea @user @user #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike enough already",Positive,0.9001,Hate
Find it hysterical that a bitch can't talk shit on me until she moves away🤔🤔scared???🤣,Positive,0.4145,Hate
"Great example as an immigrant and woman CEO, Indra Nooyi (Indian-American): ‘Pepsi’s first female CEO is stepping down after 12 years’",Positive,0.6249,Non-hate
ISIS jihadists' transfer could bring new migrant crisis,Negative,-0.6249,Non-hate
@user HAPPY MF BIRTHDAY TO ONE OF MY FAVORITES HOES 😝turn up bitch 😘I wish you many many more,Positive,0.7824,Hate
@user You have proper right for being anal whore!,Negative,-0.68,Hate
"Germany: African migrants attacked kids playing football, Angry parents with Iron bars came to teach them a lesson ""Do not touch my child"" - Free Speech Time - @user",Negative,-0.296,Hate
When you walk past someone and they mumble somethin under their breath,Neutral,0.0,Non-hate
"Comparatively, our own inner city youth & fellow Americans live like 3rd class citizens while illegals are housed at ICE centers that rival the best elementary schools & college dorms in the country. #BuildThatWall @user @user @user @user @user",Positive,0.7717,Hate
Introvert level expert,Neutral,0.0,Non-hate
if them bitches take a pic with Bey (which i highly doubt) i will forever shut my whore mouth,Negative,-0.8999,Hate
It's not the walk of shame if you truly give no fucks,Positive,0.33,Non-hate
@user Illegals can reunite back across the border in Mexico! We dont need the extra crime that the illegal or refugees invaders bring to America.#NoDACA #NoVisaLottery #NoBenefits4Illegals #NoChainMigration #BuildTheWall #E-Verify @user,Negative,-0.8122,Hate
How real friends greet each other,Positive,0.6597,Non-hate
I’m so tired of older women at work asking me if I got married because I im pregnant like no bitch and I don’t plan on it.,Positive,0.3354,Hate
"The silver hair accesory on the back of the shimada katsura wig, a silver “wings” at the base of a Geiko’s top-knot are called nemaki (根巻き, tied (at the) root), and they symbolize that a #Geiko still lives in and is dependent on her okiya. (1/2)#Kyoto #Japan #JapaneseCulture",Neutral,0.0,Non-hate
"And lets be real, if you “not all men” me, thats an instablock fam, coz being dismissive is part of the problem",Negative,-0.4019,Non-hate
I'm reading about Martha and Mary this morning and it's just striking me again that many of us have turned a story where Jesus tells a woman that she doesn't have to stay in the kitchen into a lesson about how some of us think we're too busy for our quiet time.,Neutral,0.0,Non-hate
@user Hey look its the woman who wants to get famous for crying about an ass slap. You truly are a worthless cunt.,Negative,-0.8481,Hate
#FreeTommyRobinson #Bluehand demand you #Brexit #SendThemBack,Negative,-0.128,Non-hate
When you get home from the bar and realize you have no alcohol,Negative,-0.296,Non-hate
"Know Your Rights, Defend Your Rights! Come join a training that focuses on building sustainable community resistance against the increased violence against communities of color &amp; immigrant communities. Aug. 8-9. 10am-4pm. Open to all. Sign up is below!",Negative,-0.3365,Non-hate
"What happens when you drug, rape and sodomize a 13 year old girl ? ALL those left wing loons who tell us how to...",Negative,-0.6908,Hate
@user I can always tell when you're drunk cause you're lighting up Twitter in the middle of the night 🌚,Negative,-0.34,Non-hate
The monetary costs will run into the billions for Trudeaus illegal immigrant crisis. Non-monetary costs??,Negative,-0.8426,Non-hate
President Trump is a BSer. President Trump tells the Truth. Both things can be true. #EndTheEU #SaveEurope #StopIslam #BringBackTheLira,Positive,0.6249,Non-hate
That's very odd!!#TheWall #NoAmnesty #EndDACAAngel Mom: 'I'm Offended' Mollie Tibbetts' Dad Won't Recognize 'Illegal Alien Crime' via @user #MollieTibbetts #katesteinle #KAG #chainmigration #IngrahamAngle,Negative,-0.4871,Hate
Spare rooms appeal for eviction-hit refugees,Neutral,0.0,Non-hate
"@user Crawl back in your hole, you should be in the pokey by now!",Neutral,0.0,Non-hate
"Over the past 25 years, World Relief has welcomed nearly 100,000 women and girls fleeing persecution. Give today to support our work in welcoming refugee and immigrant women and their families.",Positive,0.8779,Non-hate
"@user hey brother, loved the performance the other night. #inspiring",Positive,0.7717,Non-hate
RT @user “@LACLlPPERS: #YesAllMen you know what... This is the only double standard were allowed lol,Positive,0.4215,Non-hate
"@user @user You don't stand for Canadian workers:  Wages in rich countries are determined more by immigration control   than anything else, including any minimum wage legislation.  Not by the  ‘˜free’ labour market, which, if left alon",Positive,0.7184,Non-hate
#menrdecent India men should grab the RSS feed of my blog to see men of the world fighting for men's rights.,Negative,-0.3612,Non-hate
you made yourself a bed at the bottom of the blackest hole and convinced yourself that it's not the reason you don't see the sun anymore,Positive,0.4019,Non-hate
@user thanks for the follow! DM for info about upcoming meetings and events #MaleDomination,Positive,0.4926,Non-hate
"Watch: Pakistani refugee raped Norwegian girl ""I have a right to rape women, women have no rights"" - Free Speech Time - @user",Negative,-0.8481,Hate
"Oh good, its that time of year when women bitch about men watching football why is this a thing? Why dont you shut the fuck up and enjoy the game? k bye",Negative,-0.3736,Hate
"An illegal alien from Haiti has been accused of shooting a Florida  police officer in the head, leaving him in critical condition. #StopTheInvasion",Negative,-0.7964,Non-hate
10-year-old Somali girl dies after female genital mutilationYet we grant these people immigration to our country expecting them to assimilate - but they don't...,Positive,0.1901,Hate
When you join a relationship women leave this part out #YesAllMen,Positive,0.25,Hate
"It is now forbidden in France to say: 'French people first, illegal migrants out'",Negative,-0.7506,Hate
"@user @user offer to visit to LeBron James school, to distract/photo op, clean up @user racist mess, election coming up, She visited caged immigrant children, for photo op, hasn’t been back, Melania got on the Trump Birther train, aga",Negative,-0.5859,Non-hate
#Muslim #Migrants Reportedly Leaving In Droves Due To Simple 2-Word Requirement -   #Immigration #IllegalImmigrants #IllegalImmigration #IllegalAlien #Muslims #IslamicRegimeMustGo,Neutral,0.0,Hate
the most worthless whore and bastard CUNT on,Negative,-0.9451,Hate
Im a skank for understanding the very basics of life!,Neutral,0.0,Non-hate
@user 1 illegal alien who opened the floodgates for millions more to follow. #BuildThatWall #DeportIllegals #MAGA #USA #POTUS #Trump,Negative,-0.5574,Hate
This is the only award I deserve in life,Positive,0.5423,Non-hate
More women accuse Weinstein of rape,Negative,-0.7769,Non-hate
@user Please visit today & help #BuildThatWall#RETWEET,Positive,0.6124,Hate
I've said it before and I'll say it again. Don't tug on my dick unless you plan on sucking it! #WomenSuck,Negative,-0.5562,Hate
"@user Checkout my hysterical book of satire for men, which women have been waiting for!…",Negative,-0.1007,Non-hate
"Still so good: ""She and the other white writers who marveled over my luck wanted to try on my Otherness to advance their value in the literary marketplace, but I don’t think they wanted to grow up as an immigrant in the United States.""",Positive,0.8175,Non-hate
thing is not all men clean up like Gucci... be careful who you “ride” for,Positive,0.2124,Non-hate
"Tomorrow at 2PM EDT @user and @user will be hosting a Facebook Live event from Tornillo, Texas, where immigrant children are being detained after being separated from their families. Tune in here âž",Negative,-0.4019,Non-hate
Some girl that knew Jackson from his hoe days legit CROSSED THE ROOM to talk to him at the party yesterday and I was legit like,Positive,0.6369,Non-hate
The NGO refugeeship is running now to rescue more illegal refugees in the middlesea. In Valencia/Spain students was taken out from their homes to make place for the last refugees which are sick. One room costs there 750 â‚¬ and is comfortable.,Negative,-0.1513,Non-hate
PM BabiÅ¡: Czech republic not to accept any illegal migrants,Negative,-0.6988,Non-hate
Interesting how US intervention in Central America caused the migrant catastrophe itself...,Negative,-0.4019,Non-hate
You don't know me yet you hate me and that's cool... But guess what.. I don't hate you cause I would never waste my energy on a stranger,Positive,0.6217,Non-hate
Lebanese Christian beats up Syrian refugee in his home and screams at his wife (with Subtitles),Negative,-0.296,Hate
The Face of London after 40 Years of Third World Immigration via @user,Neutral,0.0,Non-hate
".@FLOTUS, I didn't hear you saying anything when you husband was talking about grabbing women by the pussy. That's ok tho? Go play in the garden in your stilettos and stfu!",Positive,0.5983,Hate
"Always pay attention to your surroundings, it could save your life.",Positive,0.4215,Non-hate
72 percent of Germans say immigration is negligently handled,Neutral,0.0,Non-hate
